s.no;Random;age;department_name;class_name;clothing_id;alike_feedback_count;rating;recommend_index ;review_text
21313;0,0502385621001507;44;Tops;Knits;876;1;4;1;This is a cute top but a little pricey for cotton t shirt material. the arms and shoulders/armpit feel a little tight but is loose and flowy below the bust. it is not as dressy in person as it appears in the photos. a cute top for jeans or leggings as the length falls below the hip.
17137;0,05025938815376;40;Dresses;Dresses;1085;3;5;1;This dress is perfect! i just bought it yesterday in store for a wedding i'm going to next spring. i got it in red, which is normally not a great color for me, but it's a darker red so it works. i love anything with cutouts so i was drawn to it immediately. i normally wear a 10 in a dress to accommodate my (rather wide) shoulders, and the 10 fit well. i can see it working for a variety of occasions. one big plus is the quality--this isn't even remotely flimsy.
2782;0,050299510397897;53;Dresses;Dresses;1110;1;4;1;"Such an adorable and comfortable dress! just love the fit, the design and the comfort of the denim fabric. it's quite flattering, fit's true to size and i can't wait to wear it to casual parties all summer long! highly recommend! lots of
options too with dressing it up a bit more with fun high healed sandals or a pretty shrug and just as nice to wear with flip flops or keds! i 5'5"" and usually a size 4 and it fit true to size....grab it while you still can!"
1009;0,0503770742185563;56;Tops;Fine gauge;902;0;4;0;This is a beautiful sweater, but if came up weirdly high on me in back, higher than it looks on the model. she must have on high waisted pants.
4290;0,0504385426409953;39;Tops;Fine gauge;892;0;5;1;"I ordered the black 2 months ago, it was on back order, and i jsut received it finally. the fabric is super soft, itried on both xxs and xs and could keeo either one. the ""v"" in front where it crosses is low, so most people do need a cami underneath, but you could probably do without for ultra sexy look (not my style, but could be done). i plan on wearing this with skirts, deresses and slacks... i saw a commet on the lighter color, not sure, but love this one in black for sure@"
12580;0,0504420949384123;60;Tops;Knits;862;0;5;1;"I love this top! the unique neck detail is awesome! i dress it up; i dress it casual. works for every adventure. more!!!"
23301;0,0504570998076531;35;Dresses;Dresses;1077;0;5;1;I was pleasantly surprised with this one. fits a bit large. i'm 8-10, the 8 fits just right. the moss is a great staple color.
21641;0,0504871115494588;64;Tops;Sweaters;936;1;4;1;"Let me start off by saying that i really do like this sweater. the texture is very nice and, if it does start to pill, the material is one where i don't think it'll show up much (the fabric is a little ""bumpy"", but still soft).

i'm only giving it 4 stars because the sleeves could be 2 to 3 inches longer. i bought this sweater in both the red and tan colors (medium) i liked it so much. i've also never had a problem with long sleeve shirts/sweaters from retailer having overly short sleeves. however"
18138;0,0504976434633844;60;Bottoms;Skirts;1009;3;5;1;"Love this skirt! the material is so soft and flowy, but holds a nice a-line shape. i do agree with the other reviewers that this does run a bit small. i am a 26"" waist and purchased a 4... and i could probably have considered sizing up to the 6 easily as well."
7340;0,0505283733101839;24;Tops;Blouses;850;1;4;1;I'm always on the hunt for good white blouses to pair with business casual attire or everyday wear. this was a great tank. i love the fabric. it's nice and sturdy and you don't have to worry about wearing a cami beneath it. this fabric does wrinkle some so bear that in mind. i really like the shape of the top near the shoulders. it's a great conservative cut. the little criss cross detail on the back adds a bit of charm to the top. i would definitely recommend this to others.
22183;0,0505688813209318;58;Tops;Knits;864;0;5;1;I love this top! super soft fabric and beautiful with jeans. getting ready to retire and will make this a regular in my new wardrobe! thanks retailer for putting it on sale!
3926;0,0506105584925037;41;Tops;Knits;860;0;5;1;I love the details of this top: the pleats and ruffles are so pretty and the fit is flattering, especially if you have a tummy. the arm holes aren't gaping like so many tops, so you don't even need a cami underneath to hide your bra. it is a bit on the larger side. i often wear a large, but i got a medium and i may have even been able to get away with a small.
3090;0,0506432382064366;30;Tops;Sweaters;929;2;2;0;I'm 5'5 and 130lbs and i was swimming in the small. the arms are very boxy, the sleeves too long, and and it just wasn't a flattering fit at all. the color and design on the front are both nice. the sweater is made in china and very, very itchy. i own wool sweaters and wear them with layers, but there was no way this was going to be comfortable. very disappointed, especially given the price, but perhaps that's why there are so many left at the end of the season and on sale. this one is going bac
9508;0,0506495272981002;24;Intimate;Lounge;774;0;3;1;Cute, but didnt realize it was sweatshirt material. due to that, returning.
7776;0,0507749588604486;37;Tops;Knits;886;0;4;1;Love this shirt with leggings. if you are in between sizes- size down
7782;0,0507850077367525;41;Bottoms;Shorts;55;0;5;1;I have been looking for lace shorts for years. yes, years! finally found these shorts that are perfect. the lace is sturdy, not flimsy, so they are not see-through. i purchased both the cream and the blue when they went on sale. my skin is a bit tan, so lighter-colored clothing can be see-through for me. both colors are fantastic and i get compliments on them all the time, especially the blue shorts. plus, they complement either a t-shirt or a blouse. i love the eyelash fringe at the hem - such
4572;0,0507928735291236;47;Bottoms;Jeans;1035;0;3;0;Although i bought 2 sizes down from my regular size, they were still big and, made my derriere look flat. i would have kept them as weekend kick-around jeans, but the flat behind just made them a must return.
9032;0,0508421826788049;43;Dresses;Dresses;1085;2;4;1;It was a little shorter than i expected i am 5'8 and 125 pounds. i ordered the extra small and it was a perfect fit aside from length. at 42 yrs old, i can't wear mid thigh dresses to work. hit hit me at the same length it hit the model in the picture.... even though she is 5'10. if you are 5'6 and below this is a beautiful dress
3998;0,0508881047693416;67;Tops;Sweaters;936;3;5;1;Loved this sweater coat the first time i saw it online......then the price....yikes! the style, color and fabric design is beautiful. waited for it to sale and then hurray an extra 30%. off to my local store for a try on as i would not have wanted to even try it at the regular price. it is wonderful! it runs very large. i went down two sizes to achieve the fit i was looking for from a large to a small. in my opinion the product shot model is wearing a size too large. even sizing down it is not t
9118;0,0510031850007112;42;Tops;Knits;863;0;5;1;Love these basic t's because there is always a unique cut out which makes them more interesting. fit and wash well.
22950;0,0510513111040817;24;Tops;Knits;865;1;5;1;"This top is everything it promises to be. i read other reviews and purchased a small (i'm typically between an x-small/small depending on the day of the week) and was glad i did. a medium would definitely have been too big but the small fit perfectly. i have a shorter torso (5'3""/117 pounds) so i didn't experience any apprehension about my stomach showing. i paired it with a pair of skinny black ankle pants and a pair of navy and grey d'orsay heels. it worked wonderful and i can't wait to pair i"
17177;0,0511298163011712;20;Dresses;Dresses;1078;2;3;0;I ordered the blue dress because i loved the color and unique design. the blue was much more of a dark navy, not a sapphire blue as it looks in the picture. the picture also shows it tying on the side. it did not tie on the side when i tried it on but in the front as pictured in the red version of the dress. it was not at all flattering on me. one of the few disappointing things i have ordered from retailer.
283;0,0511421957704556;39;Tops;Sweaters;933;0;5;1;"Great sweater. long and warm, but not too thick. i am 5'4"" and ordered a medium. fits and hangs nicely."
17928;0,0511903279985317;53;Tops;Knits;862;2;5;1;I love this top. it is perfect fit. i am 5'3 102lbs, 32 dd. it conforms to your figure.
11683;0,0512507298592731;30;Bottoms;Skirts;1008;1;5;1;"I recently ordered this and am so glad i did. i absolutely love it! my hips and butt are not tiny, so i was very nervous that this would be a giant pouf on my lower half, but it lays perfectly flat and has a very gentle a-line, contrary to other comments. i am 5'4"" and 130' but the xs fits perfectly and keeps me looking trim. the waist sits just barely below my natural waist. very happy with this purchase; would buy more if there were additional colors - who doesn't love an elastic-waisted skirt"
19991;0,0512992320934823;27;Tops;Knits;875;1;5;1;This is a great piece, it fits really well and the fabric is nice and soft. it is a good thickness so you don't have to wear a shirt underneath.
21374;0,0513642322223327;29;Tops;Knits;867;0;3;1;I had to call so many stores to track this shirt down and in the end it wasn't worth it. i got an xs and it was quite baggy. i never buy petite shirts because i feel like they are too short but in this case i think the shirt would have been perfect in whatever the smallest petite size is. for someone who's bigger i'd definitely check this shirt out.
19533;0,0515348037800491;43;Dresses;Dresses;1083;0;5;1;The picture online doesn't do this pretty dress justice. i'm curvy, and always searching for dresses that don't make me look like a sack of potatoes. its pin tucks at the bust give it a little shape, and the print is much more vibrant in person. will look great with tights and a black blazer for dinners out.
16611;0,0516609854494413;35;Intimate;Swim;240;10;5;1;I had the seafolly garden suit last year (same cut) and loved it. i decided the light blue color didn't look great on me so i decided to get this one. i found that the garden suit was cut smaller than this umbrella print one. right now i'm a 10 m and got the 12 in this, just like last time. i probably could've gotten the 10 but i'll keep the 12 for comfort. note: the leg holes are not tight and do not make upper thighs/butt squish out like you might imagine. try this suit!
5126;0,0516625015285415;54;Tops;Blouses;850;0;1;1;Love this top! but unfortunately i returned it for exchange coz it was too small for me. hoping there's a sz sm in stock.
16297;0,0516743917093978;38;Dresses;Dresses;1110;3;3;0;"I wanted to love this dress but the sizing was too large for me, overwhelming my frame. i am very petite; for reference, 5'2, 24 waist, 30, and usually get an xxsp or 00p but even the 00p was too large in both the waist and especially in the shoulder area. at minimum for fit, i would have had to have the dress taken up but required too much alteration. the skirt is not lined which i found disappointing, given the price. the colors and handkerchief like hem is really cute though but i returned."
14451;0,0516883796960361;38;Tops;Knits;862;0;5;1;This top is amazing! i originally ordered it in small, which fit, but opted for a large for the option of wearing it more off or the shoulder. the large fit perfect! great length for leggings and can wear both off the shoulder or just one... can't wait for fall! for reference, i'm 135 lbs, 34b.
13906;0,0517576230152901;35;Tops;Knits;861;1;5;1;"I love the cut and ""swing"" of this tee. the royal blue is very saturated and pretty."
248;0,0517738230664212;40;Tops;Knits;862;0;5;1;This is the best! i have the black and striped version and wear them weekly. great layering piece and also for fitting so they look great with skinny jeans. i love the snaps. i saw this at full price but waited for the sale so that i could get more than one!!! now i just need the gray one...
22381;0,0517882559938564;37;Bottoms;Pants;1056;1;5;1;"I've been looking for colored pants and these are the best!

i am typically a 10 or 12 in pants and the 30 fit well. i tried on the rose color and loved those. the fit was great, though they wouldn't be long enough on me if i tried to unroll them (though you can). i liked how they fit my butt, hips and thighs, which is usually the most important part. i find that lots of colored pants accentuate the cellulite on my thighs too much, but that was not at all the case with these.

the fabric is"
13865;0,0518368053266537;41;Bottoms;Skirts;1008;0;5;1;I wore this skirt immediately when my delivery arrived. nothing but compliments. i went right back to order the green and it has sold out. bummer - i would buy every. single. color. this skirt is that great!
20056;0,0519042360661605;37;Tops;Knits;868;0;2;0;This one will be going back. the color is really blah and the fabric wasn't a texture i was expecting--it is kind of thick and ribbed and i suspect it would stretch out over the course of the day. overall, the cut and style is cute, but i just felt like i was wearing a hospital gown with the combination of the fabric and the style. this may have been cute in a more vibrant color and lighter weight fabric.
10927;0,0519233540383044;61;Tops;Knits;867;0;5;1;I bought this originally for my daughter but fell in love with it when i tried it on and kept it for myself! it is a cotton/polyester blend so it is very comfortable to wear. the length fits nice as well. i have received so many compliments wearing it with dress pants and also with jeans! thank you for making an item that is both pretty, flexible, and meets the needs of young women (and their moms!)
20930;0,0519432225234982;50;Tops;Knits;872;1;3;1;The lining is shorter than the top, so i keep pulling it down. also the finishing of the edges looks like a child cut it with some scissors. it is not evenly cut. i do like the color and style of the shirt, just not the quality.
21671;0,0519540903916225;48;Tops;Blouses;825;0;3;1;I love this top because it can be worn on or off the shoulders and looks equally as cute either way, i bought the red color and it is super cheerful and perfect for summer. looks great with faded jeans. i love the poplin fabric, although the stitching quality is shabby and i expect this won't hold up long enough to wear again next summer. for the price i feel like it should be crafted a little bit better. i am narrow shoulder'd and bra size 36 b or c and while a medium might have fit me better o
15090;0,0521002033239265;35;Dresses;Dresses;1078;0;4;1;"This dress is great but extremely short. i'm 5'6"" wear a size 4/6. the 6 looked like a tunic on me it was so short."
92;0,0521718300790268;65;Tops;Knits;877;0;2;1;This shirt runs very large. i will be returning for a smaller size.
779;0,0521907370155244;34;Dresses;Dresses;1100;3;4;1;This dress is navy and neutral stripes. not black and white. it fits true to the size width wise but is 2-3 inches shorter than the picture. to gain the length you might want to size up but it will be wider. the knot at the hip is beautiful and very flattering.
14018;0,0521986067085439;46;Tops;Knits;862;0;2;0;I was so excited when i purchased this top! it was going to be my go to for running around, as it looked super cute with leggings and boots! the softness alone made me feel like i was wearing my pajamas.....so comfy! that all changed after one washing......it is now pilling and not nearly as soft as before! makes me sad, but it is going back!
16392;0,0522189319191987;38;Bottoms;Shorts;630;1;5;1;"This is the best little romper i have ever tried on. i don't typically love myself in shorts but these are so flowing and the pattern is so pretty i couldn't resist. the material is nice and the length is great. i'm 5'6"" and 135lbs and the small fit great."
2722;0,0522497374114576;34;Tops;Knits;864;0;5;1;Love everything about this top.  the ruffles give the top a great edgy style.  will look great with some skinny jeans and boots.
11112;0,0524932712731712;45;Dresses;Dresses;1083;0;3;0;I was disappointed by this dress. i listened to the reviews and ordered one size up, a size 6 instead of my usual 4, and that was the correct size. fit like a glove. unfortunately, the style left much to be desired. this dress is very costume-y. i felt like a wench from the renaissance fair. not a good vibe. it is a beautiful dress, i'm not denying that, but not as a dress you would actually wear to an event. there's just too much going on with the tapestry look and the many types of fabric. i a
18344;0,0524975805630679;65;Intimate;Lounge;190;2;5;1;"Quality assembled;comfortable and stylish with 2-tone fabric; wash w/o shrinkage;pair with every rainbow color. nice alternative to jean days."
11088;0,0525205664636992;53;Tops;Knits;875;0;5;1;I really love this top! fits true to size, romantic lace detail. also love the white underlay panel for contrast. extremely comfortable soft fabric. so many ways to dress this top up or down.
13133;0,0526960886456727;60;Tops;Knits;868;2;4;1;"This is a cute waffle t-shirt material is very thin and see-through it's a cute shape and style but it runs absolutely huge 
 is not a shirt for petite people
 the extra extra small was huge"
1796;0,0527557365063953;34;Dresses;Dresses;1077;1;5;1;I loved the style when i saw it online and even more in person. the fabric is light but not too light. it has a nice drape i didn't expect. easy to wear and style. the draw string gives it a great shape but a belt is a great addition for more interest. the length is fantastic as well. wonderful midi length but with the side slits.
22765;0,0528109335665515;47;Dresses;Dresses;1079;3;4;1;This is a lovely dress. it is on the heavy side and lined, so i would not recommend for hot summer wear. but the material and style are adorable. the skirt is definitely a-line, not sheath, but i prefer that. it runs a tad too tight in the chest, so if you're between sizes in the bust, i'd order up. that said, a 6 would be too big for me. i'm 5'4, 120 lbs and 34c and usually wear a 4.
416;0,0528661047669073;43;Dresses;Dresses;1078;0;5;1;If you want it, buy it now. this dress is everything and then some. love it. i bought two, the neutral (black) and the turquoise. the turquoise one is a very retro print, i am getting many compliments. they are so comfortable and flattering. i'm all about this price point retailer. more please!
22860;0,0528799164826034;46;Tops;Blouses;830;12;5;1;At first, i thought this top was going to be stiff. i am pleasantly surprised by how soft and flowy this blouse is. it's lovely cream color with beautiful lace details. i appreciate the lining inside the bodice which means i can potentially go bra-less when it's hot! i'm 5'2'', 135lb and retailer size s usually gives me plenty of room because i have a small upper body. but i feel this top is slight short on me. that might be because i didn't wear it off-the-shoulder but had it hang from the top of
7007;0,0529095465320889;39;Bottoms;Shorts;357;2;5;1;I love this piece and have bought it for three different clients as well as myself... it runs a size larger - i am usually a 4 and the 2 fits perfectly. the skort was one size off for my clients too. definitely a great choice for spring/summer, especially if you love to dress up but lead an active lifestyle!
12765;0,0529101649606645;52;Tops;Blouses;829;3;3;1;I like the tunic but there are no care instructions in the garment. if i wash it once and it shrinks or the dye runs it will be going back. please send care instructions.
8169;0,0529662829393409;39;Tops;Blouses;850;0;5;1;Super cute with skinny jeans. true to size. i'm size 4, 138 pounds and 34c got a small
4141;0,0529701011352545;32;Tops;Knits;877;5;4;1;I love this tshirt, but the speckled grey looks more like roof shingles in person. i'm going to try to exchange it for a different color.
7893;0,0530576820230141;34;Dresses;Dresses;1095;0;5;1;"So i tried this on in the store and ended up with the size 8 (almost could have gone with a size 6) even though i'm 135lbs 5'6"" and 34 c. the dress is beautiful! the color is exactly as pictured - brilliant red. the linen is nice and summery. it does make it billow just a tad in the back because of the fabric but not anything to complain about. if i could change just one thing on this dress it would be the length. it just feels a little short for being such a classic and classy dress; just needs"
15338;0,0530707492248386;54;Bottoms;Pants;1056;0;5;1;This is my second pair of pilcro chinos. their pants and shorts are so soft--even those who love to run around pantless might relent. this brand tends to run a bit large so if you like your pants form fitting you may want to size down.
7092;0,053228339211608;49;Tops;Blouses;829;1;3;0;...the print is so sharking, and i love the way it looks on the model -- but i'm a more curvy figure, and the boxy-ish cut plus rather stuff fabric in front is incredibly unflattering. ordinarily i love everything made by maeve, but this one sadly must be returned... on a thinner/straighter-shaped person i expect it would be great.
11706;0,0532588811882177;56;Tops;Sweaters;940;6;5;1;I bought this when it first came back a number of years ago and loved it because it is great for travel! it actually can be kind of a blanket when you are on airplanes that tend to be cold and it is so hard now to get a blanket. it is also great coat for me as i live in southern california and it is not too heavy but does help the evening chill. i went on a trip with this a few months after i originally bought it and i accidentally lef at the hotel i was staying at. i am so glad it is back so th
4507;0,0532794907237569;29;Dresses;Dresses;1078;1;3;0;"I ordered this dress online in order to get a petite size and am very disappointed. as other reviewers have mentioned, the fabric overlay is very different in person than it appears in the online pictures. the dress is much more casual and looks cheaply made in person. 
as for sizing, i ordered the 2p based on other reviewers' comments about it running small. the 2p fit me fine, although it was very fitted in the chest and i am very small chested #32b#. i can definitely see that being an issue"
1714;0,0532828998932952;42;Dresses;Dresses;1081;1;4;1;"Just a heads up because i didn't notice the pink in the blue motif print until it had arrived. almost sent it back - changes the overall aesthetic, makes it harder to layer in winter, black shoes stand out more etc... but i don't really like the orange print and i'm a red head... so i'm keeping it but it would have been amazing if it were cream and blue. i also bought the emerson swing dress. this dress runs tts (emerson runs a touch larger). i'm 5'5"" and the dress came to just barely above my k"
19190;0,0534318650539507;31;Intimate;Layering;208;6;5;1;"A whim of a purchase on a tops sale. i spotted the black, but went for the mauve. it's great in person, fits loosely and hangs nicely for layering. i will buy the black too when in goes on sale. 5'5"", 135lbs, 34c, curvy/muscular frame, and the small was perfect (and every a little roomy) on me."
8854;0,0534601957251724;44;Intimate;Sleep;170;0;4;1;This chemise is so comfortable and beautiful. can be dressed up or down and is a staple of a bohemian wardrobe. gave 4 stars for the fact that it is completely see through and requires a (not included) slip underneath. also because the super thin cotton will wear easily.
9320;0,0534746984165398;35;Intimate;Legwear;183;15;3;0;"I really like the look of these socks, and have become obsessed we over-the-knee socks for winter this year. they are very tick which is nice for keeping warm and for durability for a long lasting product. my only complaint is that they are very difficult to get over the knee. this can be a great thing, because they certainly do stay put-which is a huge problem with over-the-knee socks. however, by the end of the day i was pretty sure i was going to lose a leg from poor circulation.

i am still"
3397;0,0535251421189394;40;Tops;Knits;862;6;5;1;So easy to put on for a casual day!  washes great!
21045;0,0535289859460304;38;Intimate;Lounge;374;2;5;1;This is the softest jacket! i could sleep in this fabric. the ruched details and fun collar make it unique. plus it has inside pockets! one of the best finds in a while.
2189;0,0535567293951962;38;Dresses;Dresses;1083;9;4;1;"I love the concept of this dress. i love the stripes, ruffle hem and little cut up detail. but it runs huge. i'm 5'3"", 148 lbs, and typically wear a 6-8. i went with the xs in this dress. it flairs out significantly near the waist and hips which makes it super comfortable, but not the most flattering. i wish they had tapered it in slightly to give it a slightly more fitted look. i'm keeping it and think it will be cute with booties in the fall. but i'm not 100% on it"
21874;0,053606956162948;38;Tops;Blouses;825;10;3;0;This shirt has a vibrant color and beautiful neck line, but unfortunately i had to send it back. it is short waisted with a lot of material in the back. had it been 1-2 inches longer it may flare out, but based on the length on me, it ended up looking like a shrunken tent. for reference, i am 5'8 with a long torso.
4040;0,0536243429339035;49;Intimate;Layering;68;0;5;1;I ordered this in gray and in white. these are not your mothers' slips. they are comfy and soft. i have worn the white under a shorter dress on a day when i wanted more coverage but didn't want to go for full on tights or leggings. i liked the effect of the slip being longer than the dress. the gray may even be opaque enough to stand (almost) on it's own. very happy with these.
20219;0,0536648616338647;32;Tops;Sweaters;945;1;5;1;"This is such a cute top! i've learned to size down in swing tops or else they look way too big - in a sloppy way. i ordered the xxs (5'3"" and 110lbs) and it fits well. it'll look cute with my black skinny dress pants or jeans. i definitely recommend!!"
1075;0,0536830721787322;35;Dresses;Dresses;1095;0;5;1;Just too much cuteness! the print is amazing, the bow is darling, and the crisp structure keeps it from being too precious. looks amazing on my hourglass shape! runs a bit small--had to size up a bit and felt more comfortable once i put a piece of fashion tape in a spot that gapped a little. definitely worth the splurge!
15550;0,0537159823834076;53;Tops;Fine gauge;907;2;5;1;"I am so happy with this! i was pleasantly surprised upon receiving it as i expected it to be of lesser quality than what i found it to be. it is a medium weight weave, grey sweater with a beautiful design and texture; one of those pieces that you will tire of long before it wears out! it is a great layering piece but not over bulky or structured tops as it is very smooth fitting without a whole lot of give. that is to say it is not loosely woven so it is better over a snug fitting item. the colo"
15497;0,0537204437584658;31;Tops;Blouses;820;0;4;1;I wasn't sure i'd like the sleeves but they are very cute and just the right length. i really like how the top fits and is very flattering
11579;0,0537538542386337;52;Tops;Knits;862;0;5;1;I work with children and have a casual dress environment, this top gives me much needed style to my work wardrobe.
10321;0,053766138045095;39;Bottoms;Pants;1044;1;4;1;I ordered these for store pick up and loved the color (red ones). the fit in petite ws nice and flattering, but iwould have to wear them with ehels still. th reason i didn't keep them is perhpas the pocket placement in front didn't flatter me as well? i think maybe i will order when on sale, or find a similar style with different frnt pockets.
448;0,0537708768987086;36;Tops;Knits;873;0;4;1;"I found this to be true to size (m fit me well - 5'7"", 140 lb, usually a size m for tops). it does have a straight fit, and it hits at the waist. i wouldn't call it cropped, but if you prefer longer tops you may want to layer. it looks cute with a collared shirt underneath, and you can pull the shirt's cuffs over the sweatshirt. the sleeves were a great length."
15602;0,053807980709795;36;Tops;Fine gauge;903;0;4;1;I really like this pullover. the design is beautiful, and i love the asymmetrical hem. my own complaint is that the fit is a bit boxy on me because i'm large-chested. it's more drapey than tailored. but it's not overwhelming and doesn't cancel out how much i like it overall.
9327;0,0538473595235359;39;Dresses;Dresses;1081;13;3;0;I found this dress to run very large. the fabric was substantial but rather coarse. also, the lighter color in the pattern is lavender and not white or cream.
21708;0,05399810894705;31;Tops;Blouses;819;4;3;0;First off, this shirt is a hd in paris brand, not floreat. i love floreat clothing so that is why i initially bought this blouse. i like the idea and the coloring of the shirt. the biggest drawback for me was that it is completely see through. i just bring myself to get a strapless cami just to wear this one top. please change brand name.
8489;0,0541605380976446;57;Tops;Blouses;823;4;3;0;"This top is for someone flat chested and skinny. i really like the styling, color, fabric and everything except that it's not for my body type. i am a 36dd and have a little bit of a stomach... so it makes me look fat from the sides.
the pictures taken on the model are from the front and back - but i will bet she would still look good in it from the sides! will be returning it."
5374;0,0541985135140029;29;Tops;Blouses;850;15;3;1;I really like the style of this top, and it's delicate but well made, but i wish it were longer and less boxy. it's nice that it comes with a separate cami to layer, but the cami is very cropped. when i raise my arms you can see a lot of midriff (and the top is see through so a layer underneath is necessary). a longer cami probably wouldn't work because the top is also very short. i'm 5'0'' with an average torso length, and ordered the xxs petite. also, you would have to cut the tag off if you d
20344;0,0542059282079354;52;Dresses;Dresses;1083;0;4;1;I love this dress! the fabric and overall design are beautiful. however, the dress fit runs small, at least for me. i ordered a size 10 based on the reviews. i have another byron lars dress in a size 8 that fits well. i kept the dress because it is so pretty.
9774;0,0542818380017502;29;Dresses;Dresses;1099;0;2;0;"The design of this dress was very off for my 5'4"", 120 lb, 32d frame. it's low-cut and tight in the bust, but then very voluminous and unstructured around the hips, making me look wide there. a belt didn't help much. the fabric is nice, but the overall effect of the dress was frumpy."
7070;0,0543264607814757;35;Jackets;Jackets;964;1;5;1;"This is my third marrakech jacket in as many months. i love it! i was hesitant to order it because of the beige color. luckily it is more of a green beige. it is a very flattering jacket and yes, you do want to size up. this jacket is so comfortable i usually leave it on when i get home because i don't want to take it off. i am 5'5"", 34 b and the medium fits great!"
406;0,0543994387113724;46;Tops;Fine gauge;898;1;2;1;"Had to return this for a couple of reasons: 1) was too small! it's made like one of those tiny mittens that stretches to fit any size hand. i didn't bother to order a size up because i wasn't sure whether to go from a small to a medium or to a large. 2) the main color isn't grey, like the picture. it's a black and white checkered pattern. so, it doesn't look at all grey irl.

i'm still recommending because, if you get the right size, and like the colors, it will be a nice, light and comfy swea"
3173;0,0544223824356219;50;Tops;Knits;867;1;5;1;Women who want some flutter without too much fullness
689;0,0544820550139438;45;Tops;Knits;869;0;4;1;Cute top but does stretch out a bit throughout the day.
3147;0,0544863972980057;28;Dresses;Dresses;1078;4;5;1;Just received this dress and i am in love! the colors are beautiful- perfect for both summer and fall. the fabric is very soft and the fringe detail adds a nice feminine touch. i was disappointed when i missed out on the first fringe stripe shift dress from holding horses at the beginning of this summer. it was completely sold out in my size 0. however when i saw they restocked the dress in a new color (and now lined yay!) i had to buy it. would defin recommend!!
11040;0,0545553427175064;50;Dresses;Dresses;1084;5;1;0;"Dress is nice but can't be worn without tights or you are at a risk of indecently exposing yourself. it is around 30"" in length so is more of a tunic than a dress. i'm only 5'1 and it was too short . can't imagine anyone taller even trying to wear this !"
14073;0,0546743879423108;58;Bottoms;Jeans;1025;0;5;1;I love these pants! so comfortable and the material is so soft.
10988;0,0546847473934936;58;Tops;Sweaters;936;1;3;0;In the picture it looked to be a structured blazer, but when i tired it on (i got an extra small) and it was too big.
14252;0,054690178339238;49;Jackets;Outerwear;1116;0;4;1;I usually wear an xxsp in retailer brands. i bought this jacket in a regular size 0 and it fits like a glove. even the sleeves are the right length. it really accents my narrow waist. i imagine it runs very small for those who wear regular sizes. if you are petite this is the jacket for you. the jacket is unlined so i cant wear it in cold weather. it is very nice over a dress with black boots and with skinny jeans. i receive complements every time i wear this item!
1420;0,0547104272139595;31;Dresses;Dresses;1092;3;5;1;Really cute dress and i cannot wait to wear it for my wedding rehearsal dinner. the buttons on the back are my favorite part about the dress since they add something different. it fits tts, but it is more fitted than a regular shift dress, which is nice. i am 5'9, 145 pounds, and the size 6 fit me perfectly.
19138;0,054757420077861;35;Dresses;Dresses;1110;12;5;1;"I wanted this dress in yellow from the moment i first saw it on instagram. i waited for it to be available online and once it was i ordered it. i am usually a size medium but sized down to a small petitie (5'5"") -- and the fit is off. i am a 34b so its too roomy in the chest. because i love everything else about this dress i am going to re-order in an xs petite but that will be two sizes down for me. not sure if it will fit. length was good. looks great with a dark denim jacket . the dress is li"
15227;0,0547853300734901;40;Bottoms;Skirts;1020;3;4;1;This skirt is the perfect flirty denim piece for the summer.   it's light weight but good quality.   the only draw back is the waist is quite fitted when zipped.   had to size up.    it's like a pencil skirt on top, which does make it tough to tuck anything in unless it's very thin.   overall, charming skirt.   do love.
18966;0,0548969779980236;55;Tops;Knits;872;0;5;1;"Originally ordered a large but it was huge. the medium fit perfectly. i'm 165lbs, 5'7"". lovely material and interesting side details. the sides do come up quite high but a camo or tank underneath does the trick. lots of compliments!!"
11842;0,0549315904110615;34;Tops;Knits;862;3;4;1;I have been looking for a soft turtleneck that can be my to-go piece in the cold weather. this fits the bill as far as the material goes. the material used is very soft and even though it seems light in weight, it is actually very warm and not see through at all. i like the feel of this top. it would be pretty accurate to say that it feels as if i am wearing a blanket around me. it is that comfy!!! however, the one detail about this top that i am unsure about is the cut. it is very boxy to the e
6187;0,0549458943612447;53;Bottoms;Pants;1070;0;4;1;I decided on these last minute for a date last night and let me say...i looked hot. :) they are super cute and flattering (im slender, but hey, im also 53) and could be dressed up or down easily. the but is because when i got home i realized that i had ruined my new gel manicure from the black die! it comes off so easily that you should be cautious of your car seats, sofa, etc. i made the mistake of not washing first, but do! hopefully thats enough to help because these are great leggings.
20006;0,0549487268919401;48;Tops;Blouses;824;0;5;1;Love this top! a new take on traditional flannel. yes it is pricey for flannel, yes it is not thick like a traditional flannel shirt but it is feminine, sexy, comfortable....even my husband liked it on me. i ordered a regular small, wish i would've went for a petite x-small, however they are sold out. regardless i am keeping :-) for reference i am 5'3, 110-115 and the small is definitely roomy.
14807;0,0549837487762139;57;Intimate;Sleep;231;0;5;1;I'm 119 and small frame, but took a chance and ordered the m. so glad...the fit was perfect. the robe is soft and beautiful!
18757;0,0549922715642198;52;Bottoms;Pants;1068;0;5;1;These wanderer pants are my go to. i love the patch pocket styling. they are true to size, but seem to stretch, so buy a size down. trust me, it will work.
23357;0,0550575003220024;36;Bottoms;Jeans;1037;0;5;1;I bought these in light grey and navy. they are both beautiful. high quality,very flattering, and so comfortable! i love them! they're a perfect long length. i have long legs and it can be challenging finding a good length in pants. the pockets are deep and functional, which is rare in women's pants. they are more than i like to spend, but i will get a lot of wear out of them. they look and feel fantastic. i highly recommend these!
