s.no;Random;age;department_name;class_name;clothing_id;alike_feedback_count;rating;recommend_index ;review_text
5155;0,00520527291607809;38;Tops;Knits;873;6;5;1;This tank is well made and the top part is doubled (partially) so you can get away without wearing a bra (if you wish). i'm 5'1 and tried on the standard xs in store because xxs was not available. it was a little bit longer on me than on the model pictured. the pin-tucked area fit well, not too tight or loose and the bottom part was flowy which i don't mind. i expect this top to shrink in the wash a tad which would make it perfect for me. i opted for the white vs. the black because i love the pi
12533;0,00522506127088324;22;Dresses;Dresses;1094;1;5;1;This dress is amazing! i bought this dress for my daughter for her college graduation. it fits like a dream. she normally wears a size 2 but i got the 4 which was perfect. with the slightly longer length, it is very professional but with the lace cut outs is great for a party, as well. it is very flattering and well made.
3205;0,00522970142119357;23;Dresses;Dresses;1086;0;5;1;The fabric is more sweater-like than it appears in the image, but it makes the dress both cozy and comfortable. the skirt is a faux wrap that's secured at the waist by the tie. overall, the dress is high-quality, true to fit, and very flattering.
921;0,0053400641225639;36;Dresses;Dresses;1081;3;5;1;This dress has a beautiful shape. it was a onesie in a store (only one they had) and i'm glad i tried it on. usually i'm a 6 or 4. this is an 8, and it's a perfect fit. definitely size up at least one dress size. the knit shoulders are beautiful and the belt is slimming. i love the writing on it. it's a classic dress and it makes me feel beautiful and unique.
8455;0,00543380478974028;36;Dresses;Dresses;1078;0;3;1;"This dress is very cute! i loved it. the quality is excellent. however, the fit is off. i'm 5""1, 107lbs, 32c. this dress was roomy in the bust and was a little too broad shouldered. it was tight around the waist. this caused creasing and buldging in the back. the color is much more vibrant in person. i would have kept it, if it fit properly."
14468;0,00549331456214424;59;Bottoms;Pants;1056;0;3;1;"These are a great casual pants with a lot of style. my major disappointment comes from the inconsistent sizing within the size runs. i purchased a 29 in store which fit i then ordered another 29 online which did not fit, there is at least an inch difference please see photos. i then ordered a 30 online to see if that would be better and there's over 2 inches of difference within the same size run of the 30s.

who is making these pants? can't they get the pants to be the same size within the sa"
19625;0,0055628501455877;57;Tops;Blouses;842;1;5;1;"I bought this cute ruffled tank in ivory to go with a silk wrap skirt i've had. it arrived today and it fits perfect. i am 5'5"", 125 lbs and small busted 34b. i bought size small after reading the reviews and glad i did because it fits perfect. the straps are not too long (a common problem for me), it's a nice length, nipped a bit a bit at the waist with slight flare below. also it does not gap under the arms which is much appreciated. a lot of thought went into this little top. i can wear it to"
5876;0,0055736451298389;53;Tops;Fine gauge;920;0;1;0;Loved the look of the sweater and the the fit was as shown.  however this is a thin cashmere for the price.  returned.
6399;0,00563385223429432;34;Dresses;Dresses;1081;0;5;1;I loved this dress so much i got it in 2 colors. i had to send it back twice to get the size right. i ended up with a medium. the fabric was pretty wrinkly on arrival. it is dryclean only. overall it is an easy and relaxed dress appropriate for work but still very cute.
10454;0,00566577915685135;35;Tops;Blouses;820;0;5;1;I purchased this top in a great sale! fits great,true to size i am xsmall-small for reference, purchased small. i ended up putting a bandeau bra on with it to feel more comfortable. it would be great in the fall with a cardigan/ sweater, or a blazer. super cute to wear alone in summer with jeans!!
728;0,00569502760649349;53;Tops;Blouses;820;0;4;1;"I picked this tunic up on sale; it works wonderfully with several of my cardigans and vests; just add skinny jeans or leggings and some boots for a fun, super comfortable look. the sleeves are oddly extra long, but not a deal breaker as rolling them up gives that unfinished cool look. i hate ironing, but i will iron this top as its so much fun to wear. the embroidered and beaded detail is quite nice."
3763;0,00571433872113762;36;Tops;Blouses;844;0;2;0;"This blouse is so beautiful - the collar, sleeves, material...everything except the cut! it was like a tent. it needed to be more tapered, which would be easy to do while still maintaining the beautiful breezy flow, and be about two inches longer.

i had been drooling over this top for awhile and was so disappointed! please fix it and then i will buy again. i am 5'4"", 140lbs and busty...a small was perfect, with the exception of the massive amount of material."
9826;0,00571854246870024;39;Dresses;Dresses;1094;0;5;1;Another maeve maxi to add to my crowded closet! i adore the print, it reminds me of morocco. i went with my usual m based on reviews about the waistband. i will have to disagree as i should have chosen s instead. i'm not going to return it, but i think this will really stretch out because of the knit and weight of the jersey.
18963;0,00575734480327637;30;Dresses;Dresses;1078;0;5;1;"Beautiful dress; i ended up getting it in both the red and the green. the fit is absolutely perfect and it flatters pretty much any figure. one thing i would say is that you should get your exact size if possible; i ordered it online because it was so pretty in the 4p. i happened to be in the store the next week and i ttried on the 4r in the store just to see how it looked and it was awful! i was so disappointed but then my dress arrived in the mail and the 4p fit me perfectly. i'm so glad retailer"
5111;0,00578142382030208;34;Bottoms;Pants;1065;2;3;1;Material and color is nice.  the leg opening is very large.  i am 5'1 (100#) and the length hits me right above my ankle.  with a leg opening the size of my waist and hem line above my ankle, and front pleats to make me fluffy, i think you can imagine that it is not a flattering look.  if you are at least average height or taller, this may look good on you.
17523;0,00578261420022121;29;Tops;Knits;868;0;5;1;"The design of this shirt is stunning. i can't even tell you how many people complimented me on the shirt. the only thing is it does run a bit long. with it being long, it can go nicely with leggings and boots.

material is a bit thin and should be hand-washed or dry cleaned. i do wish there were more sizes in petite."
16854;0,00584685729801803;34;Intimate;Swim;378;1;5;1;I love this swisuit. it is very well made and super flattering. i've received so many compliments on it. i have 3 little kids (4, 2.5, and 7 months) so it is perfect for chasing them around at the pool or beach. i am still working on losing the baby weight, so the rusching in front works well to hide my tummy. i am 5'2 and about 116lbs and the size 4 works well. i'm hoping it will go on sale so i can buy another one, but i imagine these will sell out quickly.
2736;0,00601187708151162;48;Dresses;Dresses;1095;3;5;1;This is an adorable dress. medium weight. i highly recommend.
7178;0,00610986421497983;41;Dresses;Dresses;1094;34;5;1;"I got this dress in a petite xs. i'm 5'4"" and 110lbs. it fit just right. i usually wear a regularl xs in most brands, but with retailer, i noticed i always have to go to the petittes. anyway, the dress is super cute. love the diagonal striping and the draping is not too poofy which is great. the material is very lightweight on the bottom - which is good for spring/summer."
6019;0,00613284744574998;43;Tops;Knits;886;0;2;0;This shirt is not a good look for a gal with hips. the fit at the top is tight (i ordered a small) but there is so much material at the bottom and if you are a little taller (i am 5'7), it hits at a place that is not flattering. i was hoping for something that hung straight down and would be good with leggings. this is not it...also the material is a little stiffer then i was expecting.
7290;0,00615301441750962;64;Tops;Blouses;836;2;1;0;"I really did. here's why i just couldn't: the lace strips make it look cheap. the fabric is soft, , but the pattern is undistinguished. 
the fit is very disappointing--medium looked square and boxy, the large was massive and in both sizes the v-neck was too low to wear without a camisole underneath....which defeated the purpose."
8741;0,006171764585087;38;Dresses;Dresses;1077;0;5;1;Never would have thought i would love it so much based on the picture online but saw it in person and it's so cute!!  colors are very rich in person - even the soft pink (not a big pink gal) works so well with the other colors.  great quality with full lining.  i lucked out and picked it up for a steal on clearance with another 40% off!  just love it!!
21606;0,00620495150824271;51;Dresses;Dresses;1095;1;5;1;"This dress is even more amazing in person. the beading and embroidery are quite intricate and add a touch of elegance. the kimono like sleeves have the same details - especially nice for toasting!
be aware that the dress is not mid calf but just below the knee- a surprise but still quite lovely. the lines of the dress and exceptional detailing should make this dress a timeless classic. i look forward to wearing it to many occasions when a lbd would be just too expected!"
11364;0,00623678666881324;35;Tops;Knits;872;1;5;1;The fit and feel of this top is lovely. great shirt to layer. fits great, i get compliments every time i wear it.
11869;0,00624365657623344;58;Intimate;Legwear;225;0;5;1;These fox tights are so very cute and fun! how can you not smile when wearing these tights designed with the cutest foxes all over! they are warm too! these go great under dresses or tunics and i always get compliments when wearing them! they are a real attention getter!
23272;0,00630368779584332;22;Intimate;Intimates;32;0;4;1;I absolutely adore this set. it's beautifully constructed-- perfect for something special but comfortable enough for everyday wear. i normally wear a 32 c but got the 34 a/b and it fits perfectly. my only complaint is that the longline portion tends to ride up and rest just below the underwire, as there is no band holding the lace in place along the bottom. still, it is far and away my favourite bra and i highly recommend it.
22818;0,00633929280668508;43;Trend;Trend;1147;3;4;1;"I am going to review this pretty much the way the person ahead of me reviewed it. first, the colors are way more vibrant in person than in the photo. there is even a lavender (which you can sort of see under the yellow stripe). it really makes it look different. second, it is monstrously huge. i am 5'3"", 110 pounds and i ordered the xs and it completely swallowed me up. because of the vibrancy of the colors, it didn't blend well with my fair complexion and also, it is like a heavy sweater, not a"
18514;0,00639591232776314;57;Tops;Knits;863;19;5;1;"1. i'm 5'5"" tall, 145 lbs, and 38 (36d)-32-40 and the size l fit me perfectly. i probably could have gotten into the m, but i don't like my t's to pull under the armpits or across the bust, and this top looks like it needs room to flow.

2. the white is very sheer, but a nude bra won't show through. the navy is not see through.

3. i love the asymmetric hem in the back.

4. i'm a little concerned that the raw edge on the hem won't hold up in the wash, but i plan on hand washing these anyway, bec"
340;0,00645287103061136;62;Dresses;Dresses;1082;14;2;0;"I was a huge fan of these lovely swing dresses from last year and bought all 3 colors. when i saw this new one, i was thrilled and ordered it immediately. what a disappointment! why did isabella sinclair mess with a good thing? the fabric is a very loose weave sort of ""homespun"" look, which wouldn't be a deal breaker, but i could see it would be very vulnerable to snags. last year's styles had a removable light knit full slip that allowed the airy fabrics to move. this version is fully lined. yo"
2338;0,00654018833050849;46;Jackets;Jackets;966;4;5;1;"I love this blazer! it's so comfortable! i just wonder if the company makes more ""inserts"" in different fabrics/colors? i'd love to be able to change it up a bit."
13421;0,00660539433444511;49;Dresses;Dresses;1077;0;4;1;"This dress is adorable. i wore it one time and got so many compliments!
it's very light and comfortable. it fits like a shift should - a bit loose. i love it. wish it came in more colors!"
22810;0,00660760495170091;38;Tops;Sweaters;921;0;5;1;I can?t describe my love for this sweater! simple, to go outfit paired with jeans and boots, it?s an easy go-to sweater in a pinch on a cold day. i have sensitive skin, so i wore a tank underneath and was fine. loved getting this sweater with the extra 40% sale price! i purchased the medium (2) and it was tts.
22534;0,00664087234115888;23;Dresses;Dresses;1100;1;5;1;I'm in love with this dress! i have seen the chevron pattern of this dress on many women and i can honestly say that i haven't seen a body that it doesn't look good on. i am a busty girl and was afraid the shape of this dress would make me look as if i was expecting and much to my surprise it didn't at all. this is such a great transitional piece to have in your closet, i highly recommend it!
9163;0,00671618332511017;35;Tops;Knits;872;0;5;1;This shirt is very swingy but true to size. when i tried to size down the shoulders were too tight. the green color has great texture.
18732;0,00679028196493048;68;Dresses;Dresses;1081;2;3;0;Nice dress, but the leather seats of my car were ruined when the sharp metal beads on the back made deep scratches~ not fun at all. now i must carefully take them out, bad design feature.
7039;0,00679587967869957;32;Tops;Knits;868;14;3;0;I get that it's a swing style top and supposed to be loose but it looked so much bigger on me than on the model and just not flattering at all.
1105;0,00686441938699324;34;Jackets;Jackets;983;0;5;1;Ordered this in my normal size large in taupe. the jacket fit tts. the length was cropped but just long enough (hit just below my belly button) to feel comfortable and not too short for my 5'9 height. the quality feels good.
9428;0,0070199730141991;54;Tops;Blouses;850;0;5;1;Love this top, runs true to size. looks cute with in style army green cargo pants.  great buy at sale price.
23063;0,00703943473551662;29;Tops;Blouses;836;4;2;0;As someone with a large chest and a smaller waist, i found this top incredibly unflattering (and i like swingy tops). it was too short, too wide in the hips, and too tight in the bust. the pattern and fabric are very pretty though.
4558;0,00720877211971328;56;Tops;Sweaters;936;1;5;1;This cozy sweater looks great with skinny jeans or leggings. as a 55-year-old woman who loves retailer i'm always on the lookout for cute clothes that don't make me look like i'm trying to dress too young. this sweater is comfy and stylish and looks really classy. i wore it to a holiday party and got many compliments, which is unusual for what is basically a simple ivory sweater. it breathes, has just the right amount of room in the sleeves, and was a great purchase. i wish i had bought other colo
11063;0,00742808899557528;54;Tops;Knits;857;13;2;0;The material was thin, showed every lump you'd rather hide and clung to the body. even the sleeves were tight. looked inexpensive.
11188;0,00743473842897432;32;Tops;Knits;860;1;2;0;This is another one of those darned swing tops. i can't even with this trend. this shirt has such a nice print/color palette going on but it's ruined by the swing cut/henley combo- it looked like i was a little kid wearing an oversized men's night shirt/smock? i don't know, it was just not at all flattering. i ordered my regular size large and a medium would have worked and probably still been generously cut. i disagree with a reviewer who said it might work for larger sizes.. this just made my
6041;0,00763135585161797;41;Tops;Fine gauge;903;2;5;1;Just purchased this lovely sweater over the weekend during the 25% off sale. i went in to buy the rona sweater in grey (which i think is the same style with different name) but it was all sold out! the sa pointed me to a rack of these sweaters and i am happy with this choice! the back print is really cute and the sweater design and color is very flattering. it goes well with pants or skirt, and the front is not as short as i had imagined the rona sweater to be.
947;0,00768415272245007;55;Tops;Knits;868;0;3;1;"I love the color (coral/pink) and the open shoulder design of this top, but it's too blousy at the bottom (way too much fabric). i ordered a small. i am 5'4"" and 120 lbs. i might try an xs if they still have them in stock. fabric is comfortable. the ties on the sleeves add a special touch."
1019;0,00772464702874742;21;Tops;Knits;862;6;5;1;I love this comfy top, and if it couldn't get any better, the pleated back makes it extra special! it is easy to thrown on and still feel put together. i purchased this top in the green and i'm absolutely enthralled by the rich color! i do agree that the quality of the pleats could be slightly better, however i believe it's up to par with the price point. i typically wear an xs/xsp and ultimately decided to go with a small for a more oversized tunic top look, but otherwise i'd go for your normal
2704;0,00774856952424055;63;Tops;Sweaters;945;0;5;1;Perfect way to add warmth in transition weather
8391;0,00777944883918452;32;Tops;Blouses;828;3;5;1;I absolutely love this top! it is soft, comfortable and perfectly flowy. this is definitely my favorite go to casual summer top.
4371;0,00780801105904423;33;Intimate;Layering;227;3;3;1;I love the way the mock neck style looks, but the shirt is cut very small. i realize it's supposed to stretch, but it's still very, very tight on, particularly in the shoulder area. if you like the style, i'd recommend sizing up.
890;0,00784432072484006;38;Dresses;Dresses;1094;1;4;1;"I ordered this online in red. i would definitely say this color is more of an orange-red. i like the weight and the cut. i keep wishing the material was a soft modal vs what it is. the ribbing up top does not bother me but it definitely does make it a casual dress. (which is what i wanted so i'm happy with it) 

it fits me nicely, the straps (for me) could be a hare shorter to fit perfectly. that being said, i'm 5'5"" and have a thin build. small bust. i would say there is a some leeway for 1 s"
22003;0,00803650737300665;33;Bottoms;Pants;1056;5;1;0;I bought a pair of these a month ago and first time i washed them they came out with light spots all down the leg. i figured i did something wrong so i bought another pair in the same color and one in sage. just washed both pairs according to care instructions (no spills, stain remover, or anything but detergent) and both came out with light spots all down the leg. very sad to have wasted all that money.
4291;0,00820391183751894;53;Tops;Knits;873;1;4;1;I ordered one size down and it's still plenty roomy. as others have said, the sleeves are a tighter fit, but there is a tiny bit of stretch to the fabric. i'm smaller busted and didn't want the v-neck to get too low, so i sized down one. very cute tucked into jeans or paired with leggings.
18770;0,00831202090071289;33;Bottoms;Pants;1056;1;5;1;I love these pilcro pants. i had them in two colors, both beige and khaki. super comfy, and they stretch out a little around the waist with wearing. however, i recently ruined both sets in the wash because i used a stain-stick remover to try to get some grease spots out of them. the stain stick instead lifted the dye off of them! now i have two sets of pants with odd light splotches on them...so sad they aren't more color-fast :(
20511;0,00845746170610815;41;Dresses;Dresses;1080;0;4;1;I love this dress. it fits perfect (i'm 5,3, 108 and ordered xs)i think the off white stone color is true to the picture. i will be wearing this dress as my wedding dress for our small intimidate wedding. i can't wait.
6790;0,00854372628253182;41;Bottoms;Pants;1060;0;5;1;The fabric and design of this piece are so unique.  i am skeptical of wide leg designs in product photos because the fabric is often much more voluminous irl than it appears, which is the case for this jumpsuit.  despite the extra volume, the fabric weight gives it a structured look which makes the wide legs look fantastic on.  there is a silicon grip band around the top that allows you to wear it strapless, though it doesn't seem very functional to me without boning or more structure to the sid
13311;0,00854651319508229;46;Dresses;Dresses;1081;0;5;1;Perfect except a little snug around the hips. very forgiving silhouette.
11036;0,00872529623527033;37;Tops;Sweaters;937;1;1;0;I stalked this sold out product for weeks hoping my size would become available. when it did, i was very excited, in fact i ordered both a s and xs to be sure one sweater would fit me! unfortunately, neither did and i felt the actual sweater was not as pictured. the sweater has an overall baggy fit and the cutouts don't fall as neatly and as evenly on both shoulders as the picture shows, making the look a bit sloppy in my opinion. it is such a shame as this look is very of the moment and the mod
22449;0,00872856739077368;31;Dresses;Dresses;1104;0;4;1;"This dress fits well and is comfortable. my only reflection is that i am 5'9"" and it hits at my mid shin, rather than where it appears on the model."
2699;0,0089278343356976;49;Tops;Sweaters;949;0;5;1;Love this poncho - plan to take it to europe this fall. warm and cozy yet not constricting. great neutral color!
1223;0,00896708636814736;48;Tops;Knits;873;0;5;1;Nice non clingy cut. has details so more than a basic t-shirt.
16749;0,00902898543336953;39;Dresses;Dresses;1094;4;5;1;I almost did not buy this dress because of the poly/rayon construction but i saw some sweet styling on instagram that got me hooked. the dress is silky soft and a bit oversized as i purchased the smallest of my size range. looks very swingy and free spirited when worn loose. cinch the string tie or add a wide belt for a defined waist and beautiful full skirt. i have many outfits in mind for this perfect fall dress, i'm excited to start wearing it! my weight has been fluctuating, so right now i'm
15257;0,00903576721660321;24;Jackets;Jackets;964;2;4;1;I got this jacket thinking it was going to look different on me. while i ended up returning it, it fit me nicely and was good quality. it just wasn't the look i was going for.
7548;0,00911802634855757;37;Bottoms;Jeans;1037;0;4;1;Great leggings! they're well made and comfortable to wear. my only complaint is that they seem to be stretching just a little and don't fit perfectly.
18212;0,00912575680919013;41;Dresses;Dresses;1100;0;5;1;I broke my rule of not buying polyester for this dress, twice (helped by sale price with additional percent off promo). it's mainly the irresistible print, i bought it in both the lovely blue-pink floral and the patterned red. love it. works best when the weather is in upper 60s, with tights and boots, but i think it will also work with bare legs and clunky sandals when the weather is warmer. the fit is loose except for in the chest and shoulders, so don't size down. i do wish the fabric was not
4984;0,0091366397335785;46;Tops;Blouses;829;3;1;0;This top was a big disappointment. i ordered two of the grey motif with the print of the forest animals in size 16. neither of them fit well, but one was cut much smaller than the other. i've had this problem with all of the numerically-sized buttondown style of maeve tops. i don't understand why in size 14 & 16, this keeps happening. that's why i purchase two of each. usually one fits and the other doesn't. this time, unfortunately, neither worked. they both were too tight in the arms/shoulders
15114;0,0091950880561485;55;Dresses;Dresses;1080;0;4;1;Cute, comfortable, easy to wear, even on my hourglass figure. can't decide the best shoes to wear with this - so it doesn't look frumpy.
10763;0,00921590030363067;29;Tops;Knits;877;0;2;0;"I&#39;m taller (5&#39;8), so it&#39;s not uncommon for things to be too short on me, but this was really short for the style.  it was very wide and loose all over in my usual size - both up top and in the wavy part below.  the style really just did not work with the length.  it looked very odd."
22001;0,00931906508369307;26;Tops;Sweaters;936;1;5;1;"I was able to purchase this on sale and i'm so glad i did. i usually go between a size s and m (133 lbs., 5' 5"", 34 d) but the small fits perfectly. the color really isn't dark orange as stated......kind of a cross between rose/pale red/ salmon but i really love the color. it's not super heavy weight but not really thin either....actually perfect!"
16726;0,00934561507277397;52;Bottoms;Pants;1056;0;5;1;These pants are a great fit. perfect for the in-between seasons. casual comfortable but look very nice and polished when worn. a practical steal at retailer's sale prices.
3161;0,00934889490465371;56;Tops;Blouses;835;25;3;0;"Tried this lovely with high waste, wide leg, black flowy pants. everything i could hope for and more, but not quite!

size: blindly ordered size 6. i'm usually a small, occasionally xs in retailer brands like floreat and akemi+kin. i'm 5'5"" tall, 130 lbs, 34d, 35-29-37, long torso, narrow shoulders, and short arms.

fit: size 6 had just enough space through the bust. the lace edged sleeves were roomy and just reached my wrists. the shoulders were just right. extra fabric ballooned out around t"
5631;0,00935040307059551;45;Tops;Blouses;829;1;5;1;"I looked at this on the hanger and almost passed it up. i'm so glad i didn't because it ended up looking so much better on. i wear a s or xs in retailer tops and went with the xs. i'm 5'6"" and it still had plenty of room and enough length to cover my backside. i usually gravitate to reds but the red in this top, while pretty, had too much pink in it for me."
7083;0,00936855869773969;27;Tops;Fine gauge;907;0;4;1;I purchased this sweater in the grey color and loved it so much i decided to buy it in purple as well. however, when i received it, the color was much much darker than pictured and even looked black sometimes. decided to return :/
9920;0,00942991928050404;59;Dresses;Dresses;1078;2;5;1;This dress is even better in person! i am usually a size 2 and i went up to a 4. it is my favorite dress this spring! it is so cute with booties or sandals. i would say that it runs slightly small, so you should get the next size up if you're busty or have hips. it has been selling fast, you should get it while you can! :)
1300;0,00943969088118741;40;Tops;Knits;863;0;5;1;I'm a big fan of left of center as a brand, and this top is definitely a winner!  the deep green is gorgeous and looks fantastic with denim. the shirt is true to size and is flatteringly loose without looking too tent-like. highly recommend!
10547;0,00947989889012772;44;Tops;Knits;869;3;5;1;I can't say enough about this top! absolutely adorable, the pics don't do it justice. it is made of a soft, medium weight jersey material. the lace makes the top more dressey and unique. the drop waiste elongatesy our torso and is loose pleated at the bottom for interest. i am 5'6'', 135 pounds, and long waisted. this fits me perfect (sz small.) the pleated bottom on me begins at low hips (below belly button) so it layes nice and is very flattering. no swing to the top,no bulky extra flare at al
3356;0,00955081057154684;26;Tops;Sweaters;933;1;2;0;I want to be the person who lounges like the model...but this was huge and more wool-feeling than the lightweight shawl i was hoping for. i am an 8, got the xs/s it was the right size....i returned it.
23216;0,00957250831327719;25;Tops;Fine gauge;906;0;3;0;I really wanted to love this sweater after reading the reviews but when i received it i was sadly disappointed. it is pretty boxy and not much shape. could be cute for casual outfits but i was looking for some dressier sweaters.
5474;0,0095728522686702;26;Bottoms;Jeans;1022;0;5;1;"My favorite pair of ags. i normally wear sz26 but i have awkward proportions when it comes to finding jeans that are actually ""ankle"" length on me. i orders these in a petite and went a size up to be safe. it doesn't seem like they've stretch out any and they fit exactly how i want. i love the dark wash bc they can be both dressed up and down."
7922;0,00959419128813623;29;Tops;Knits;866;0;5;1;I like that you can dress this shirt up or down. go out, or lounge in it! very comfortable and i would recommend buying it.
12012;0,0096349218505332;35;Dresses;Dresses;1078;3;3;0;I tried this dress on in the store, prepared to buy this lovely piece. i feel that it should have been a few inches longer, it would look more proportionate. next, the tie is really difficult to place, but it creates some great detail to the front and back. it wrinkles easily, i can see it would need to be ironed before each wear. lastly it is not lined, what a bummer, at least the skirt could be lined. but, it does have pockets, that is sweet.
22326;0,00966501603089129;43;Jackets;Outerwear;1126;1;3;1;"I'm all over this trend, but this vest is quite thick/poufy, and on me i feel like it triangles out and all you see is furball. i love it - but i think you need some height for this to look its best. on me, a sweater vest would perhaps be better. i am chesty. but i cant decide. its really cute! if you're taller than 5'4"" don't hesitate."
16735;0,00980041168548921;28;Dresses;Dresses;1081;2;5;1;I bought this mainly because i have a similar one in the mustard colorway and i love how this flows. the color is definitely one you don't see a lot of, which is what makes it special. i could see it running a tad large, but i think it's pretty true to size. now i'm debating about buying it in blush!
5488;0,00982686054491952;62;Jackets;Jackets;974;13;4;1;"This is a very nice jacket in a pretty textured fabric. it seems to fit tts, and the cut is very flattering. however - the ""white"" is actually ivory. not a big deal, unless you were trying to match an outfit with pure white in it. still on the fence about whether to keep it or not."
1051;0,00982845929554794;28;Jackets;Outerwear;1131;0;2;0;I wanted to like this coat so bad! i loved the bright red color and design, but when i received it, it seemed very cheap and just too large. i returned it.
15753;0,00985480522673412;39;Tops;Blouses;824;1;5;1;I, sadly, only noticed this top once on sale. i tried on the xs and it was just a bit big, i would need the petite, so i had to leave it behind (115 lbs, 30dd) - but it is adorable, can be dressed up and classy, casually with jeans, or sweetly, so many ways... love the subtle polka dots... oh well, i am sure i will find something similar i love!
6085;0,00992158423734035;58;Tops;Sweaters;949;0;5;1;I bought this as a birthday gift for my daughter, and i am so glad i did. the colors are beautiful, and the material is so soft. i'm sure she's going to love it!
17268;0,0100586525956573;74;Tops;Knits;873;3;5;1;"I have purchased many of retailer's henley tees throughout the years. this one is a bit special and just so feminine i had to get it black in my local store. i love the look of the crisp, white, but it was too sheer to wear to work without a cami, and i cannot layer camis in once it gets hot.

anyhow, this shirt is made in my favorite spring/summer tee shirt fabric: 100%s linen. linen gets so soft and drapey over time. the yoke is lace. the arms have a small ruching that is sewn, not buttoned up l"
11591;0,0102737916531001;60;Tops;Sweaters;927;0;4;1;I like this sweater, but it was like others i owned so i returned it. it is good quality and fits well.
10242;0,0103332606517282;36;Dresses;Dresses;1072;0;5;1;"I love this dress. the pattern is fun, the style is relaxed and breezy for spring/summer, and it is well-made. a steal at the sale price! also, it has pockets :) a huge plus for me. since it is a loose-fitting style, i would say it run just a tad big. i bought the s petite and i am 5'4"" 115lbs. i could've gone xs petite ...but the s fits well and looks great. the pattern is stunning. a great addition to my summer wardrobe. i thought about pairing it with a fitted white pant, but it hits me right"
1994;0,0103404631718113;56;Tops;Knits;873;0;5;1;Fun pattern which goes with just about anything. cool for summer.  very comfortable.  fitted style but true to size.
1809;0,0104472503742166;31;Tops;Knits;864;0;4;1;Very flattering fit. a little billowy but i'm okay with that because it hides my stomach. have to wear a camisole underneath as you can see through the lacey parts. overall i love the shirt design, fabric and fit.
1394;;26;Jackets;Outerwear;0;0;5;1;
20668;;39;Tops;Sweaters;6;0;5;1;
7284;;39;Intimate;Swim;24;0;5;1;
1042;;48;Intimate;Swim;31;0;5;1;
22445;;20;Bottoms;Shorts;36;0;5;1;
18336;;64;Intimate;Intimates;38;0;5;1;
2150;;27;Intimate;Intimates;42;0;5;1;
15997;;27;Bottoms;Casual bottoms;54;0;5;1;
8807;;37;Intimate;Layering;61;0;2;0;
18690;;42;Intimate;Layering;61;0;5;1;
6552;;37;Intimate;Sleep;64;0;5;1;
17472;;34;Intimate;Legwear;77;0;5;1;
8271;;64;Intimate;Intimates;92;0;5;1;
16743;;29;Intimate;Sleep;97;0;4;1;
13205;;34;Intimate;Intimates;102;0;5;1;
12324;;55;Intimate;Sleep;116;0;5;1;
22824;;37;Bottoms;Shorts;132;0;5;1;
22984;;51;Bottoms;Shorts;133;0;5;1;
9422;;38;Intimate;Layering;143;0;5;1;
14054;;46;Intimate;Sleep;147;0;5;1;
6557;;44;Intimate;Layering;166;0;5;1;
8772;;61;Intimate;Legwear;169;0;5;1;
12681;;24;Intimate;Legwear;169;0;5;1;
16553;;42;Intimate;Legwear;169;0;5;1;
16919;;38;Intimate;Legwear;169;0;5;1;
18525;;33;Bottoms;Shorts;177;0;5;1;
12059;;40;Intimate;Legwear;188;0;5;1;
2273;;40;Intimate;Lounge;194;0;4;1;
7509;;40;Intimate;Layering;205;0;5;1;
22639;;51;Intimate;Sleep;226;0;2;0;
19854;;31;Intimate;Sleep;231;0;5;1;
7892;;33;Intimate;Swim;234;0;5;1;
520;;43;Intimate;Swim;240;0;4;1;
2169;;50;Intimate;Sleep;244;0;5;1;
10350;;35;Intimate;Swim;252;0;4;1;
2626;;35;Intimate;Swim;254;0;4;1;
22840;;43;Intimate;Lounge;256;0;5;1;
9061;;35;Intimate;Sleep;259;0;1;0;
19300;;56;Intimate;Lounge;260;0;5;1;
901;;45;Intimate;Sleep;267;0;5;1;
2329;;62;Intimate;Lounge;279;0;5;1;
12062;;36;Intimate;Intimates;284;0;1;0;
9390;;35;Intimate;Swim;291;0;4;1;
12246;;27;Intimate;Lounge;300;0;5;1;
15271;;38;Intimate;Swim;302;0;5;1;
17745;;32;Intimate;Swim;302;0;5;1;
8188;;38;Intimate;Swim;315;0;4;1;
22852;;57;Bottoms;Shorts;332;0;5;1;
21808;;39;Bottoms;Shorts;333;0;3;1;
9951;;34;Intimate;Lounge;337;0;4;1;
16193;;28;Intimate;Swim;342;0;5;1;
20314;;37;Intimate;Sleep;351;0;3;1;
4821;;35;Bottoms;Shorts;357;0;4;1;
14650;;36;Intimate;Intimates;361;0;4;1;
1016;;40;Intimate;Lounge;370;0;5;1;
16499;;41;Intimate;Sleep;379;0;4;1;
6618;;32;Intimate;Swim;380;0;5;1;
14778;;30;Intimate;Swim;382;0;5;1;
18711;;30;Intimate;Swim;394;0;5;1;
17860;;32;Intimate;Swim;396;0;5;1;
11289;;55;Intimate;Intimates;411;0;5;1;
21249;;31;Intimate;Lounge;422;0;5;1;
13536;;48;Bottoms;Shorts;447;0;5;1;
7165;;44;Bottoms;Shorts;456;0;4;1;
14302;;39;Intimate;Legwear;457;0;5;1;
20617;;28;Intimate;Swim;459;0;5;1;
12408;;58;Bottoms;Pants;472;0;5;1;
7349;;50;Intimate;Lounge;482;0;1;0;
22325;;48;;;492;0;5;1;
688;;48;Intimate;Lounge;498;0;2;0;
