s.no;Random;age;department_name;class_name;clothing_id;alike_feedback_count;rating;recommend_index ;review_text
11859;0,014232187488628;59;Tops;Blouses;828;3;5;1;This top is so cute. i don't usually like crochet tops, but when i saw this i just had to order it, so glad i did! my only complaint is that one of the button hooks broke, but that can be fixed.
14881;0,0142395217531907;28;Tops;Blouses;850;0;5;1;I found this while shopping at my local retailer and loved it. i was able to size down from my normal 10 to a 6. i got the warm white and it's lovely - couldn't wait to wear it. the detail is so pretty and love the buttons and 3/4 length sleeves - i am thrilled! i couldn't be happier!
12838;0,0143276767069606;37;Bottoms;Jeans;1024;5;5;1;These are just as cute as pictured. they are generously sized made from soft denim. the denim has quite a bit of stretch. i ordered a size down from my normal size. i was surprised by all the extra threads in the pockets. they were still attached to the inside of the pockets. it just made them feel a little unfinished. these didn't impact the overall wear or appearance of the garment. the straps are adjustable with two buttons on the overalls and three strap-length adjustments on the straps. the
10250;0,0143481400898632;53;Bottoms;Jeans;1033;0;5;1;"These fit beautifully and are very flattering. they are true to size but may be a little long. i am 5'5"" and wear these with 2 in. heels. i have already had numerous compliments on them."
17036;0,0144110293917663;26;Dresses;Dresses;1078;0;5;1;"This dress was love at first sight.  i did have to size down from my normal size but the dress is so comfortable and cool.  as another reviewer said, it does shrink after first wash but perfect now since i am 5'2"".  it shrank about one inch in length only.  i got many compliments and my husband said it was beautiful- that's a plus! i was comfortable and cool all day.  get it before it is out of stock.  this dress will not make it to sale."
16942;0,0144350749706346;40;Bottoms;Jeans;1025;6;5;1;"My first review and first full price designer denim purchase....

i recently lost weight and in need to replace all my pants and in search of a dark wash high rise jeans (preferably in black), finally decided to buy this at full price online coz of all the fab reviews. i decided to purchase the 25p, thinking that i may return after receiving it in the mail since i wasn't able to try at the store and not sure if i got the right size, also it's not the high rise denim that i was looking for. but t"
589;0,0145028912880898;67;Tops;Sweaters;939;26;5;1;This is a great coat, very lightweight, but warm. the color is gorgeous. it is fitted at the waist with fullness below and a great length. i am writing this review to give a heads up about the sizing. by usual retailer sizing this runs small and short waisted. i am generally an retailer x small and i need to exchange this one for a small or maybe even a medium (if i want to wear much underneath it). as it is it fits too well, like a dress, not a coat and looks short waisted. in fact, when i tr
21378;0,0145260040577022;62;Bottoms;Jeans;1039;1;5;1;These jeans fit true to size, and they look amazing. i wear a 26 and have an athletic build, and they look great everywhere! i love how they look with sandals.
77;0,014576530484732;35;Bottoms;Skirts;1020;0;5;1;Great versatile skirt, very flattering
22310;0,0145791511562138;58;Tops;Blouses;850;7;5;1;Saw this online and had to try it on when i found it in the store. i usually wear an 8 or a 10 depending on how things run, (i'm a 34 dd), so i tried on both sizes. i really could not see much of a difference between the two and was torn as to which size to get. the 10 was just a tad looser so i went with that one, but seriously i could not find or feel much of a difference. it is a very figure flattering top, and a plus that you can machine wash it. simply awesome!
0;0,0146083559568909;40;Bottoms;Jeans;1028;0;5;1;Like other reviewers i was hesitant to spend this much on a pair of jeans. however, i purchased them at  20% off on retailer day and...honestly...they look so good i probably would have paid full price. these jeans are fresh!
23386;0,0146310552570864;46;Tops;Knits;872;1;4;1;"I think the fabric is very nice and soft. i find this top runs very large. i am 5'2"" 130l. normally wear a small in a shirt. i should have ordered xs it is very large. i actually looked to see if they sent me the wrong size. the shoulder area fits fine. i may try tucking it in. other than size a nice top."
6383;0,0147233524950215;56;Dresses;Dresses;1078;6;5;1;"I was not shopping for a dress and somehow came home with this. in person the material and embroidery are just so stunning that i found myself picking it up. i was sold after trying it on. the material is very soft, both feels and looks extremely high quality. and for a basic shirtdress, it is amazingly flattering. follows curves without clinging to them. i'm 5'4"", 123 lbs, usually wear a small in tops/dresses & purchased the size 4, which fit perfectly. i'm slightly chesty (34d) so sometimes ha"
17754;0,0147288241425813;26;Bottoms;Pants;1066;15;5;1;These pants are so great, light, comfortable and reasonably priced. they are very well made, and the soft fabric is perfect for summer traveling and hiking. there's a bit of elastic in the waist which i like since pants usually gap at the waist on me. they're like classier lounge pants.
6047;0,0147313491043316;31;Bottoms;Skirts;1001;0;5;1;I was worried this skirt might look too much like a bedspread. but it is so gorgeous on and the cut is so flattering. i ordered a petite small and it fits perfectly. great fall/winter skirt.
14942;0,0147787474772066;34;Bottoms;Skirts;1009;17;5;1;This skirt is beautiful...the color is definitely more a greeny-gold then a true yellow gold...nice quality fabric, has some stretch, big pockets with cute lining, buttons are adorable, perfect knee length, sits higher on the waist. because it's not lined and the pockets are big, the pocket line is visible on my thigh area, so i am going up a size just so i don't see that...if you have less curves, your regular size should be perfect. it has so much character, but it!!
13392;0,0147990393933362;30;Bottoms;Jeans;1037;3;5;1;"These pants are uh-mazing!! i love that they have a seam in the front of the leg and in the back of the leg. i didn't notice it in the photo online but in person it stands out more and anything vertical on my petite frame is a+. way to go! these are my new favorite pants...i wish pilcro would make this style in more colors, and fabrics. 

i wear a 25p or a 24p and i'm glad i got the 25p because it's true these are tight in the leg but i think that's a good thing since cords look awful when the"
9599;0,0148948849133946;28;Dresses;Dresses;1078;1;5;1;I love this dress! it is a very casual and loose fit, which makes it super comfortable. i highly recommend it since it is versatile for fall and spring and can be styled quite a few ways.
13620;0,0149126073245497;37;Bottoms;Jeans;1025;0;4;1;... runs large which is the opposite of what i see in the majority of others' reviews. since most reviews say it runs true to size i decided to purchased a size 28 which usually, it's the perfect size for me no matter which brand, fabric, style, etc. it always fits... well, not in this case. i should have gotten a size 27. i felt very disappointed because these pants are beautiful. i got the 40% off sale at the time and now can't exchange it since the price has changed and the product is unavail
19909;0,0149249571668823;34;Dresses;Dresses;1078;0;2;0;"This dress did not work well on my figure. i have a small waist and broad hips, and the dress (size m for 140 lbs, 5'8"") was too boxy. i didn't have objections to the fabric, like other reviewers - honestly, even if there were a snag or two, the fabric is kind of rustic and i don't think a snag would look terrible, depending on where it is. i should note that one of the ornamental buttons immediately fell off the dress upon arrival. my friend got the same dress in a size s and it worked better f"
23242;0,0149578620804953;57;Tops;Blouses;818;1;5;1;"I love this blouse, it looks great under a blazer dressed up and great with boyfriend jeans.
it is loose and flowy, the neck line is low. i bought a medium and it is a little large but fits with the style of the top.
i happen to love the fabric, it is soft and feels great on the skin. one of my favorite fabric combinations is rayon (viscose) and cotton."
5460;0,015116145207037;57;Dresses;Dresses;1074;28;3;1;While the dress is pretty, it's a lot more boring than it seems online. the box top is actually a completely separate piece, which is kind of neat - you can choose to remove it or not. the box top is very wide (much wider than on the model) and very unflattering! also, the dress is a stiff silk fabric and doesn't flow like you would think it would. returning it!
1121;0,0151174287631094;50;Jackets;Jackets;975;1;3;0;Very pretty but runs tight - i usually wear an 8 or small/med in retailer jackets and couldn't zip up the 8 (am a 36c and thick/broad at the top) as there is no give. this is also more like a fitted shirt, made of lightweight muslin-like fabric. was looking for a summer jacket to wear over knits in a chilly, air conditioned office setting so sadly it didn't work for me. could be cute on someone with a smaller frame over a tank or cami.
11831;0,0151174366472538;40;Tops;Sweaters;952;1;5;1;Took a chance without trying it on and ordered online...i love everything about this sweater!!! fit is on the spot, details are pretty and wonderful! try it, you won't be disappointed.
2159;0,0151629297883717;33;Tops;Knits;872;0;4;1;This shirt fits great. normally wear an xs or a small and a small fits in this. comfortable and cute on. i wish i had ordered the other color as well.
1010;0,0151632366138632;32;Dresses;Dresses;1081;2;5;1;"I tried on this dress in the portland, me, store today. so much good to say about it: the wine color is deep and rich, the fabric hand is similar to a heavy weight silk, the cut of the dress so flattering.
but, i didn't get it. i am 5'2"" and weigh 135 lbs. i can sometimes wear a medium, but my upper arms and hips can require a large, usually petite for proper length. the store didn't have a large (i didn't even realize the dress also came in petite), so i tried on a medium. nice fit through the"
13639;0,0153452690918816;44;Bottoms;Pants;1059;1;4;1;"You have to try it on to see, it fits really well and looks stylish. i love it.
my only concern is the fabric is rather stretchy, not sure if it will hold up well in the long run."
20855;0,0154315033939201;62;Tops;Knits;876;0;2;0;I thought it was going to be so pretty. it is ugly on. the macrame is thick, stiff and rough. the top fits awkward on top where the macrame is and the rest is shapeless. yuk!
19795;0,0154680673763544;32;Dresses;Dresses;1078;0;5;1;"I have this in darker blue and it is my favorite dress of the season. i didn't realize that there was one in turquoise until it was already sold out. please bring back or be so kind to contact me if an xs comes in as a return, etc. 
i love this so much!"
10351;0,0154948927352643;43;Tops;Knits;876;1;3;0;This top is adorable in style and fit. which is why it breaks my heart that i can't recommend it. the embroidery snags so easily, when i wore it, i ended up with several tears in the threads, leaving the pattern a bit of a mess. it snagged on my rings, my watch and my purse. i returned it because of this. it's really too bad, and i wish the design were printed on instead of sewn, simply because it would last a lot longer.
18000;0,0158036696690762;34;Tops;Knits;872;8;2;1;I love the shirt and it runs true to size everywhere but the arm holes. i bought a size small and the length was great, the fit was great, but the arm holes were gappy and big. i had to return it and was bummed because i loved it otherwise.
11125;0,0158595328565153;32;Dresses;Dresses;1078;0;3;0;I loved the colors on this dress, but i don't like the way it fits. it is tight around the shoulders, but the rest of the dress is really big and has no shape
9455;0,0158752711092736;28;Dresses;Dresses;1094;0;4;1;"I am 5'3"" and 115 lbs. i ordered 2 on a whim and i'm so happy i did because they're so flattering."
18080;0,0159000865794834;58;Bottoms;Jeans;1022;0;4;1;Ags are the only brand of jeans i wear. they fit beautifully and last forever. i like the slightly higher waist of these angels... very comfortable and flattering, with the perfect amount of stretch.  be warned, unless you're 7 feet tall, you'll probably need to shorten these. typically i buy the angelinas, but they're hard to find nowadays. ag, please don't stop making petites! one more thing... try them on before you cut off the tags. i bought 3 identical pairs and returned one, as the fit was
15600;0,0159104008391589;26;Tops;Sweaters;933;0;3;1;This vest is very nice and fashionable, very stylish. i like it a lot. however, it is too itchy. the opening in the front didn't allow me to close as many buttons as i like but i would totally wear this stylish vest even though it is not as functional when it is cold. however, the itchiness is too much. i don't wear wool unless it is ultra soft or mixed with cashmere, so i could not imaging wearing this vest, it is too itchy. why ruin such a good thing?
10217;0,0159135561628699;46;Dresses;Dresses;1081;27;4;1;The dark orange is a beautiful color. this is a very comfortable dress, lightweight, long enough so you can sit down in it without any concerns. unfortunately, it's dry clean only, and you may want a belt to cover the elastic waist. the top part is very loose, so this might work better for full-figured gals.
15370;0,0160815473780186;53;Tops;Knits;872;0;2;0;This material is a nice quality but the shirt is boxy and shapeless. it was not flattering at all on my shape. i don't think it would look nice on anyone with an hourglass shape or fuller chest.
19229;0,0161444372923604;27;Tops;Knits;865;1;4;1;This top is cute! it adds a pop of color to my day and seems to be of high quality. the colors seem more vibrant in person and the material is quite soft and stretchy. as another reviewer pointed out, the peplum is only in the front! it sounds really weird but i don't really mind the look because i'll be wearing a jacket over it. i'm usually a size 12/14 with a 36dd bust and the large fits beautifully.
14759;0,0161546316987758;46;Jackets;Jackets;960;0;5;1;I like this layer for fall for many reasons. first of all, the color is a beautiful fall color. the design of the vest is flattering when wore with skinny jeans or leggings. the weight of the vest is perfect for the cooler weather. it is not too heavy, it's fairly lightweight. i am a size 6 and the small fit perfectly.
18811;0,016187287748939;42;Tops;Fine gauge;906;0;5;1;Cool color, great feel to this sweater. nice with jeans, skirts, etc. very cozy to wear. i just want to keep grabbing it every morning.
12603;0,0161970879104756;63;Jackets;Jackets;965;1;5;1;Love this dark gray heathered blazer ( no stripes, contrary to its name)! very easy to wear with the bit of spandex, and not hot or heavy like my tailored wool blazers. i am usually a petite medium but decided to order petite large to better accomodate layers or sweaters, sleeve length perfect even with sweater on. will get lots of wear with this dress-up or dress-down piece!
23345;0,0163043140777423;25;Jackets;Jackets;984;0;5;1;This bomber really is superb. it's everything you could want in a jacket. beautiful color that goes with so much (i got the pink) and is so trendy this fall. i am 5'4 and smaller on top so i purchased the small. i didn't want it too baggy but i probably could've sized up to a medium too.
4702;0,0163876212061245;35;Dresses;Dresses;1078;0;5;1;Such pretty pattern and colors, pleased with dress
18470;0,0163905749360492;49;Bottoms;Pants;1047;4;5;1;"Saw these in store and had to have them. online pictures do not do them justice. great pattern, fabric and features. can be dressed up or down. sizing is accurate--i am 5' 4"" and 117 lbs and bought an xs. they fit perfectly. wish they had more colors/patterns to purchase."
21786;0,0164732743155701;39;Intimate;Swim;524;4;4;1;"These are soft, silky, and super comfortable, the fit is very flattering, especially with muscular legs. beautiful pattern and colors, fit like a glove. however, unfortunately, they felt like pj pants, i know they are beach pants, but they were pretty see-through. for the price, i decided to return and wait for potential sale... 
ps i needed heels as they are long if you usually get petite."
1388;0,01652486123622;61;Jackets;Outerwear;1121;0;5;1;I saw this in an email and loved it but by the time i tried to order it that evening, some sizes were already gone. the medium was back-ordered but didn't have to wait too long to receive it.. i especially like the design with the full skirt. the material is light weight, which is prefect for my florida climate. the design and fit were beautiful!!! i love it and will get years of use out of it. my only complaint is the material wrinkles very easily. i tried to get them out myself but ended up se
13789;0,0165509892856987;61;Bottoms;Pants;1059;0;5;1;Runs a bit small. very slimming. love these. when will they be available in moss again?
5496;0,0168079600802551;60;Tops;Knits;873;4;4;1;"Cute black t-shirt that runs absolutely huge 
i ordered  the extra small  because the extra extra small  was sold out 
 the extra small  was not even close to fitting 

 so disappointing very cute t-shirt for very big people do not buy if your petite"
13306;0,0168364971707742;41;Tops;Fine gauge;909;0;5;1;This sweater is very pretty. the pictures online do not show the intricate knitting and the lovely details or how delicate the yarn is. i bought the light orange color and i think it will transition nicely into spring. the shape is very figure flattering as well. overall, i am very happy with my purchase.
3528;0,0168434700118119;50;Tops;Blouses;841;0;2;0;"Let me start off by saying how pretty this top is, and heavy,.and itchy!  you would have to stand like the model does in the first shot to wear the top (with your arms not touching any part of the top!  the sequins will itch if you put your arms down (underneath the armhole).  another reason i didn't like the top was because the should straps are unadjustable.  i would have to get mine tailored for my 5'2"" frame.  i usually wear a medium or 6/8 in tops and ordered this in a medium, it was roomy."
15464;0,016850743182053;56;Tops;Fine gauge;898;0;5;1;Thank goodness i packed this on a recent trip to adirondacks because it kept me warm in the cool mountain weather. i love gray so i was drawn to this open stitch sweater. it is a boxy bulky look but a great layering piece. most bulk is in front, so it can camouflage areas. i wore this over a gray and black flannel plaid shirt. perfect!
21492;0,0168553072392514;41;Jackets;Outerwear;1115;2;5;1;Well made & lined. great find for the fall!
22458;0,0168555467272568;67;Tops;Knits;862;0;4;1;Ordered the nude color for my daughter. love the color and the style. it's a.comfortable looking top. i pressed it before giving it to her. seemed to wrinkle easily. that's why i gave it three stars. probably wrinkle less if it had some polyester in it.
21288;0,0168818200563673;33;Dresses;Dresses;1078;0;5;1;I love this dress! it was a tad long ( i'm a shorty) but i loved the cut and versatility of the material/ design that i took it to the tailor. now it is perfect! i wore it to an engagement party but i could see it going very casual or very high end depending on styling. love.
8796;0,0169483256993946;45;Dresses;Dresses;1104;0;5;1;I got this dress to wear for christmas and it is perfect. looks great and is very comfy. low cut in front and back that is not too revealing and allows for perfect bra coverages. i got it in a small small.
4831;0,0169626333947244;26;Dresses;Dresses;1092;0;3;1;This dress, it is heartbreakingly gorgeous, stunning. the entire idea and design is so gorgeous! the style with the sleeves, embroidery and slight shimmer at the top, two layers underneath, the dress is extremely gorgeous. i am so so so sad i could not keep it. i don't get why the sizes are so off here. i have come across so many clothes with gorgeous embroidery but too loose or too tight. i didn't want to send this dress back but it did not look good. it was just too loose. sad!!
15902;0,0169820972106664;39;Dresses;Dresses;1104;0;3;0;I wish i could keep this dress based on the pretty orange print and style but the fabric and details make this a return, even on sale price :( agree with previous reviews: bodice too tight, neckline too high/chokes, fabric is rough, outer is poorly attached to liner so it poofs in weird areas. too bad...so sad!
23384;0,0171011590542939;45;Tops;Blouses;826;6;5;1;"I didn't think i would like this blouse when i saw it on the website but once i tried it on i was sold. yes, it is see-through but with a cami underneath this blouse can be worn both casually and to work. the best feature? even though it's silk and the tag says ""dry clean only"", you can absolutely hand wash this blouse in cold water and air dry. i did and it came out perfect with no wrinkles! i took my usual small (i'm 32c and 122 lbs) and love how versatile this blouse will be."
9618;0,0171201817311048;41;Dresses;Dresses;1110;0;4;1;I absolutely loved this dress and when i received it, it was exactly the way it looked/fit online. the material is so pretty and the fit was amazing. it was a bit wrinkled, but i'm used to ironing things, so that didn't bother me. unfortunately, i had to return it though because of the color. i'm filipino, and this yellow just isn't flattering on someone with dark/tan skin. yellow is a tricky color for me to begin with, but this was more of a mustard yellow and just totally wrong for my coloring
2327;0,0171432227116107;47;Tops;Knits;872;2;3;0;Online this top looks fabulous, but in person, not so great. great color, nice quality for a lightweight top, but when i tried it on, the neck does not lay nicely. too much sloppy wrinkled material just hanging awkwardly around the neck ( and i love cowl neck). i found, for me, it dipped very low showing cleavage and i have a large chest, so didn't work. for reference, i'm 5'4 118 and usually wear a small in retailer tops because it seems the majority of their clothes run large. i purchased a smal
20630;0,0171836870412132;35;Dresses;Dresses;1094;6;5;1;"I'm in love, i'm in love.

this dress was gifted to me, because i was gawking at it so often. i love it!!! i am petite, 5'3"" 118 pounds and i could do either the small or extra small. the small was a little more comfortable, because the extra small was a bit tight in the arms-but i went with the extra small anyway. in both cases the neckline showed a small amount of tasteful cleavage and i felt like a model with how many people complimented me on it. many people even took the extra step in compl"
14879;0,0171906381618307;37;Tops;Fine gauge;895;5;3;0;This is a relatively cute top when you try it on. however, i don't think it will hold it's shape after even just 1 wear. it also doesn't seem like you could wash it without ruining it (like a shirt form a 'throw-away' cheap clothing store). i checked the fabric tag and it is a very high % viscose - meaning, it won't last long at all. i'm returning and feel frustrated with how cheap the fabric is.
14856;0,0172011375578352;46;Tops;Knits;854;1;2;0;"Love tiny. i am 5'7"", 125-128 lbs depending on the day, and a 34a. i also have a very long torso, and tiny shirts are one of the few brands that are usually long enough for me. this one, however, was a huge miss. i ordered online in my usual tiny xs. it was much too big around and felt shorter in the front than stated, so it looked boxy on me. however, the worst part was the placket. the description doesn't note that it's held together with a tiny snap. that snap takes nothing to undo, and then"
801;0,0172023956060283;31;Dresses;Dresses;1086;1;2;0;I was looking for a dress for playing cello at my friend's wedding. the colors looked perfect, the cut was great, etc. very disappointed to find out how sparkly and scratchy the dress was in person, and sad that the slit came right to my knee, which is a really weird height. sadly returning - might purchase again if it goes on sale and i can't find anything better before the wedding :(
4334;0,0172129617195298;37;Tops;Knits;864;10;4;0;This was a near miss for me. i love the concept of the asymmetrical shoulder cutouts and the contrast of the beadwork to the simple gray crewneck, however, with some of the beads bulging out about 1/4 inch from the shirt, i have to say it almost bordered on gawdy christmas sweater status... but still cool. i actually thought this piece felt fairly sturdy and well-made, but the thing that got me and led me to return it was that even in an xs it was indeed cut wide. if it were a little shorter it
5481;0,0173382834968124;64;Tops;Knits;854;0;5;1;Bought this for my daughter in law's birthday. it's just a beautiful, feminine design, well made, nice fabric.. she can wear this for work or for lunch or an evening out. very versatile.
2061;0,0173418753585386;42;Tops;Knits;863;1;5;1;"I'm 5' 3"", 115 pounds, and bought the xs in white. i actually wear this as a bathing suit cover-up instead of a top. i love that it's little longer in the back so it covers part of the back of my thighs. it's light weight, cool and comfortable. it is thin but has washed well with no pilling or holes so far. i've worn this several times and have had lots of compliments."
5653;0,0173829015085872;49;Intimate;Lounge;290;3;5;1;This tunic is so stylish and pretty. the fit is close but not clingy (5'4, 116 lbs., size xs) and the rear coverage is just right to wear with skinny jeans or leggings. the fit is flattering whether the zippers are up or down, without riding up around the waist. the cowled collar falls around the neck evenly without the bulky look that similar styles can sometimes lend. the moss color is pretty, the fabric is soft and warm yet still fairly lightweight. if the pockets are properly tucked and layi
21164;0,0174528243412;38;Dresses;Dresses;1078;4;4;1;Sweater dresses are my fall/winter uniform and the patterns on this one are particularly unique and lovely. i'm 5'2'' with a small bust, this fit nicely and moves well, it's not baggy or bulky and not tight. good for work and play. i would usually wait to see if an item at this price goes on sale, but this one is the kind of piece that i expect to be snapped up swiftly and i don't regret getting it at full price.
2531;0,0174689420643822;59;Dresses;Dresses;1096;8;5;1;"I really love this dress! the fit is flattering and comfortable. the fabric has a pale art nouveau background, with indian and middle eastern prints over it. the beadwork does ""really pop,"" and the whole is greater than the sum of its parts. for lovers of etro's bohemian style who don't want to spent thousands of dollars on a dress . . ."
4999;0,0174712997074169;27;Dresses;Dresses;1081;1;5;1;The photos do not do this dress justice. i loved it as soon as i tried it on! it is good quality and the fabric is not too thin. definitely recommend!
14800;0,0174770369259996;37;Bottoms;Jeans;1033;4;5;1;"I've been on the hunt for flattering cords for a long time, and these fit the bill! bought the silver on friday and am going to order the pink. the silver is really more taupe, as pictured, so if you're looking for true grey, this is not the pair for you. but the fit is fantastic. i'm 5'3"" athletic build about 130 lbs and the 27 fits perfectly. finally cords that don't make my muscular thighs look giant!"
15789;0,017539614701565;47;Dresses;Dresses;1094;0;5;1;The dress is true to fit and very soft. you can dress it up or be casual with a denim jacket.
16918;0,0175428911844876;48;Dresses;Dresses;1087;0;4;1;It is gorgeous, and yes, the side slits are very high, but i am still keeping and rocking it. i am a size 10-12 and got the large, probably could have got the medium, but after a few washings, i think the larger size will be ok. side slits high, but if the weather is good, and you have self tanner on legs, it looks great with shortie boots. i have gotten many cmpliments on it, just hope it still keeps its shape after a long day of wear. very pretty in cream, though, i do recommend it. i am 5'8,
3317;0,0176116605819808;32;Dresses;Dresses;1078;0;5;1;Love this dress! it is tighter in the chest area than maybe expected, but not unwearable, though i am smaller chested. it will be great for hot summer days as it has a light lining.
21958;0,0177410185243905;38;Tops;Knits;872;0;5;1;"This is a great top. i love how it's loose and hangs away from my body but is banded at the bottom so it isn't shapeless. the tie at the neck is cute and gives it some personality.

i usually bounce between a s or xs. i tried the xs in the store but ordered the s."
1450;0,0177528038220571;35;Dresses;Dresses;1094;0;5;1;"This dress is stunning! my sister-in-law was hoping to use it as a bridesmaid dress for her wedding and i ordered it for fitting purposes. it fit beautifully on my 5'10"" frame. unfortunately she decided against it due to availability and because of the length on the shorter bridesmaids. while it fell to a couple inches above my ankles, it made the shorter girls look shorter. i ended up returning it but am regretting not keeping it now!"
20576;0,0177800066215705;46;Bottoms;Jeans;1022;2;5;1;"Love these sateen jeans. they are a bit more polished than regular, flat black jeans, but not too shiny. i am 5'9"" and always wear a 27 in ag jeans and these were consistent with my usual size and fit perfectly. the mid-rise is very comfortable and the length on me is about the same as on the model (hits above my ankles). they're easy to dress up or down, and i have a feeling i'll be getting a lot of use out of them."
3099;0,0178579378757163;49;Jackets;Outerwear;1133;0;1;0;"Like one of the previous reviewers, when my jacket arrived, it was not in the great dark wash pictured online. it was in a basic, medium denim wash. i like the wash pictured online; i did not like the wash the jacket came in. additionally, know that it is just huge. i ordered my usual size (medium) and understood that the jacket was meant to be roomy and swingy, but there is no way that one size down would be enough to compensate for how swimmingly large it was. i never tried an xs, but it was s"
21180;0,0179614189636357;36;Tops;Blouses;839;0;5;1;This is really a gorgeous blouse. the design is very feminine and elegant, and fits true to size. i didn't think it ran short and the material is light and airy. it sold out so quickly so i had to wait awhile and managed to get my hands on a 4 when it was available for a quick second. it was def. worth the wait. a gorgeous top.
4229;0,017990281113336;26;Dresses;Dresses;1094;0;5;1;I am truly heartbroken that this dress is sold out in my size -- it's is incredibly flattering, glamorous, and interesting. and it has sleeves! this is such a hard combo to find and i wish more than anything i can find my size to wear to a wedding. retailer, please please make more dresses like this one that flatter all figures and are classics.
5323;0,0180150226008772;20;Tops;Knits;883;0;5;1;"I was in the store looking specifically for long sleeved tops that are cute and found this! pretty color pinky purple and my usual xs is perfect. i'm 5'6"", 127 lbs, 34b. love this--definitely unique and feminine. and--no--nary a smell in the mix!"
4090;0,0180562790442872;36;Dresses;Dresses;1110;8;5;1;"I am 5'0"", 109lbs, 32d, and the 0 petite fit tts. the fabric is comfortable and the dress well made. my only complaint would be that the picture of the model and the dress i have in my possession do not have the same coloured slip. my dress arrived with a nude slip. i was a little confused at first but when i tried on the dress i realized it was not a bad thing. the lace actually stands out. all in all, a greal buy. discounts make it worth it too."
9279;0,018071367410961;52;Tops;Fine gauge;895;3;5;1;This sweater is so much cuter in person than as pictured. i bought the lovely red one today. i got my usual size, xs. i plan to wear it more fitted as a top rather than as a jacket, although i can still layer it if i want. the color is divine. the weight is just right, not too heavy but not too light. sometimes peplums overwhelm me, but this one did not. it hits at just the right spots and is flattering all over, particularly making my waist look small.
2347;0,0180825014979076;66;Bottoms;Skirts;1008;0;4;1;I like the skirt. that said it is going to the tailor to have some of the fullness taken out. just a lot of material going on, and heavier than you might have imagined. i will wear it fall & winter with white & navy cardigans.
5495;0,01815756948162;39;Tops;Blouses;850;1;5;1;I tried on the usual xs in the patterned style, and it fit really nicely. the colors are very nice in person, vibrant. teh cut is flatering and gives a nice definition at the waist i also love the lace up neck detailing. the sleeves flutter out, and will give a bit more volume, if i would change something that would be it. i would make the sleeves more fitter or perhaps shirter with the flutter. i am 115 lbs for reference...
13939;0,0183145410042531;27;Tops;Blouses;835;0;3;0;I've been adoring this online and while in store i happened upon this blouse and tried it on. the material was sturdy and the beading oh-so lovely, but on my frame it looked terrible. (i normally wear size m/10 in retailer clothes). as another reviewer mentioned, this blouse has rather puffy sleeves which aren't evident in the photo of the model. as well, i also didn't love the collar, which doesn't quite lay flat. if i were to buy this i would have to wait for it to go on sale and then get the po
13287;0,0183904495461508;26;Tops;Knits;862;0;5;1;I bought this shirt in the turquoise color with the navy trim and love it! color is as pictured. shirt is very soft and flowy. the length was a little shorter than expected (the slits on the side almost reach the top of my jeans) so i'm glad i got the regular xs and not the petite. this shirt is unique without getting too crazy!
11152;0,0184493406446771;42;Dresses;Dresses;1081;5;2;0;"I purchased this and another eva franco dress during retailer's recent 20% off sale. i was looking for dresses that were work appropriate, but that would also transition well to happy hour or date night. they both seemed to be just what i was looking for. i ordered a 4 regular and a 6 regular, as i am usually in between sizes. the 4 was definitely too small. the 6 fit, technically, but was very ill fitting. not only is the dress itself short, but it is very short-waisted. i am only 5'3"", but it fe"
9314;0,0184914659783984;50;Bottoms;Jeans;1028;0;4;1;The denim is soft and very comfortable, the color also is very dark and goes well with most anything. the style is 'oversized' for baggy look and for that reason the sides of the over-alls gape open requiring a long top. i usually wear a size 4 in citizen jeans, and ordered small in the overalls and had to return for an xs. i do recommend for comfort and fun. they look great with booties or flats and hit just at the ankle.
6895;0,0185065317077358;42;Bottoms;Pants;472;3;5;1;I typically wear boring shorts. you know - khaki. i saw these in the store and had to try them on. true to size in the waist, not too short, and the leg fit was perfect (slim without being skin tight). the pattern is far from boring. i can't wait to wear them out.
2881;0,0185499143262343;74;Tops;Sweaters;930;4;5;1;"Although i find $150 a little pricey for a sleeveless sweater, buy it. i bought a size medium which fits me exactly. it is an off-white, which is what i wanted. i will be wearing it with a sweater skirt, for the ""sweater dress"" look. it is comfortable and versatile-also with a jacket."
18058;0,0185568553608197;41;Tops;Knits;880;28;5;1;"When i first saw this i thought it was a bit boxy but i was drawn to the colors. the arm-holes are a little large and i got an xs (normally wear a size 2), so i will probably wear a tank underneath, but overall the fit is relaxed and comfortable. i love the colors. it has a little longer length (i'm 5'5""). i see this being cute with white jeans, blue jeans. love it!"
1960;0,0185808275042835;49;Bottoms;Skirts;997;0;5;1;Very pretty skirt, makes me feel very feminine and makes my waist look smaller than it is.
12397;0,0185860695497005;37;Tops;Blouses;820;0;3;1;This is a very pretty top - flowy w/o making you look larger, a nice blue, and a good transition piece. but, the upper arms are so tight on me! i'd say i have pretty average arms - definitely not super thin, but not large either. i keep staring at it and hoping the fabric will give a bit so i can keep it, but sadly, i just don't think the material will be very forgiving. if you have truly thin arms, i think it would be a great top. maybe sizing up would also work, but for me at least, i think it
14206;0,0186792646146987;56;Tops;Sweaters;928;4;5;1;This sweater is much prettier in person than in the picture. the colors are soft and feminine. medium fit me perfectly. this is the soft, cuddly sweater i have been looking for.
21588;0,0186988272794721;58;Tops;Blouses;833;1;5;1;Love this top. the beautiful and delicate details are wonderful. the cut is a loose fit which is great. it works with tailored trousers and jeans
